source	accession	likely_multiomics	publicationDate	title	n_urls	associated_accessions	queries
biostudies-literature	S-EPMC10898935	True	None	Dysregulated iron homeostasis in dystrophin-deficient cardiomyocytes: correction by gene editing and pharmacological treatment.	1	{}	cardiomyopathy AND transcriptomic AND proteomic
biostudies-literature	S-EPMC10699107	True	None	Integrative analysis of immune-related signature profiles in eosinophilic chronic rhinosinusitis with nasal polyposis.	1	{}	cardiomyopathy AND transcriptomic AND proteomic
project	PRJNA359208	True	None	Sus scrofa	17	{"GEO_series": ["GSE92981"], "ENA_BioProject": ["PRJNA359208"], "SRA_run": ["SRR513", "SRR5133954", "SRR5133955", "SRR5133956", "SRR5133957", "SRR5133958", "SRR5133959", "SRR5133960", "SRR5133961"]}	cardiomyopathy AND transcriptomic AND proteomic
biostudies-literature	S-EPMC8509561	True	None	Application of an Exploratory Knowledge-Discovery Pipeline Based on Machine Learning to Multi-Scale OMICS Data to Characterise Myocardial Injury in a Cohort of Patients with Septic Shock: An Observational Study.	1	{}	cardiomyopathy AND transcriptomic AND metabolomic || cardiomyopathy AND transcriptomic AND proteomic
pride	PXD008394	True	20240521	AMpylation is a hallmark of human neuronal differentiation	221	{"PRIDE_ProteomeXchange": ["PXD008394"]}	cardiomyopathy AND transcriptomic AND proteomic
geo	GSE229925	True	20230828	Heart transcriptome of different subtype of sepsis induced myocardium dysfunction according to ejection fraction	2	{"GEO_series": ["GSE229925"], "GEO_sample": ["GSM7181403", "GSM7181404", "GSM7181405", "GSM7181406", "GSM7181407", "GSM7181408", "GSM7181409", "GSM7181410", "GSM7181411", "GSM7181412", "GSM7181413", "GSM7181414", "GSM7181415", "GSM7181416", "GSM7181417"]}	cardiomyopathy AND transcriptomic AND proteomic
iprox	PXD077417	True	None	Cathepsin L-Dependent Lysosomal Cardiomyocyte Death via Pyroptotic Macrophage-Derived sEV PLA2G4A Transfer: A Novel Mechanism and Potential Therapeutic Target in Fulminant Myocarditis	1	{"PRIDE_ProteomeXchange": ["PXD077417"]}	cardiomyopathy AND transcriptomic AND proteomic
biostudies-literature	S-EPMC11736389	True	None	Disruption of BCAA degradation is a critical characteristic of diabetic cardiomyopathy revealed by integrated transcriptome and metabolome analysis.	1	{}	cardiomyopathy AND transcriptomic AND metabolomic
biostudies-literature	S-EPMC11260982	True	None	Lysophosphatidylcholine trigger myocardial injury in diabetic cardiomyopathy via the TLR4/ZNF480/AP-1/NF-kB pathway.	1	{}	cardiomyopathy AND transcriptomic AND metabolomic
biostudies-literature	S-EPMC11105962	True	None	Effects of Tannin Supplementation in Diet on the Resistance to Ammonia Stress of Pacific White Shrimp &lt;i&gt;Litopenaeus vannamei&lt;/i&gt;.	1	{}	cardiomyopathy AND transcriptomic AND metabolomic
biostudies-literature	S-EPMC10244222	True	None	Genetic modifiers modulate phenotypic expression of tafazzin deficiency in a mouse model of Barth syndrome.	1	{}	cardiomyopathy AND transcriptomic AND metabolomic
biostudies-arrayexpress	E-GEOD-49678	True	20160724	Transcriptomic and Epigenetic Signatures of Mouse Cardiac Progenitor Cells (Methylation 3x720 CpG)	1	{"GEO_series": ["GSE49678"], "ArrayExpress": ["E-GEOD-49678"]}	cardiac AND methylation AND transcriptomic
biostudies-arrayexpress	E-GEOD-49448	True	20160724	Transcriptomic and Epigenetic Signatures of Mouse Cardiac Progenitor Cells (Affymetrix)	1	{"GEO_series": ["GSE49448"], "ArrayExpress": ["E-GEOD-49448"]}	cardiac AND methylation AND transcriptomic
biostudies-arrayexpress	E-GEOD-49676	True	20160724	Transcriptomic and Epigenetic Signatures of Mouse Cardiac Progenitor Cells (CHARM)	1	{"GEO_series": ["GSE49676"], "ArrayExpress": ["E-GEOD-49676"]}	cardiac AND methylation AND transcriptomic
geo	GSE49678	True	20160724	Transcriptomic and Epigenetic Signatures of Mouse Cardiac Progenitor Cells (Methylation 3x720 CpG)	2	{"GEO_series": ["GSE49678"], "GEO_sample": ["GSM1204781", "GSM1204782", "GSM1204783", "GSM1204784", "GSM1204785", "GSM1204786"]}	cardiac AND methylation AND transcriptomic
project	PRJNA429637	True	None	Genome-Wide DNA Methylation Encodes Cardiac Transcriptional Reprogramming in Human Ischemic Heart Failure [DNA Methylation]	1	{"GEO_series": ["GSE109096"], "ENA_BioProject": ["PRJNA429637"]}	cardiac AND methylation AND transcriptomic
geo	GSE49676	True	20160724	Transcriptomic and Epigenetic Signatures of Mouse Cardiac Progenitor Cells (CHARM)	2	{"GEO_series": ["GSE49676"], "GEO_sample": ["GSM1204763", "GSM1204764", "GSM1204765", "GSM1204766", "GSM1204767", "GSM1204768"]}	cardiac AND methylation AND transcriptomic
biostudies-arrayexpress	E-MTAB-13384	True	20231020	DNMT3A clonal hematopoiesis-driver mutations induce cardiac fibrosis by paracrine activation of fibroblasts	1	{"ArrayExpress": ["E-MTAB-13384"]}	cardiac AND methylation AND transcriptomic
project	PRJNA214706	True	None	Mus musculus	1	{"GEO_series": ["GSE49678"], "ENA_BioProject": ["PRJNA214706"]}	cardiac AND methylation AND transcriptomic
biostudies-arrayexpress	E-GEOD-56581	True	20141124	Transcriptomics and methylomics of human T cells [methylome]	1	{"GEO_series": ["GSE56581"], "ArrayExpress": ["E-GEOD-56581"]}	cardiac AND methylation AND transcriptomic
biostudies-arrayexpress	E-GEOD-56046	True	20141124	Transcriptomics and methylomics of human monocytes [methylome]	1	{"GEO_series": ["GSE56046"], "ArrayExpress": ["E-GEOD-56046"]}	cardiac AND methylation AND transcriptomic
biostudies-literature	S-EPMC8194170	True	None	Mapping methylation quantitative trait loci in cardiac tissues nominates risk loci and biological pathways in congenital heart disease.	1	{}	cardiac AND methylation AND transcriptomic
project	PRJNA422603	True	None	Genome-Wide DNA Methylation Encodes Cardiac Transcriptional Reprogramming in Human Ischemic Heart Failure [RNA-Seq]	23	{"GEO_series": ["GSE108157"], "ENA_BioProject": ["PRJNA422603"], "SRA_run": ["SRR638", "SRR6380728", "SRR6380729", "SRR6380730", "SRR6380731", "SRR6380732", "SRR6380733", "SRR6380734", "SRR6380735", "SRR6380736", "SRR6380737", "SRR6380738"]}	cardiac AND methylation AND transcriptomic
biostudies-arrayexpress	E-GEOD-56902	True	20150107	Next-Generation Sequencing Identifies Differentially Expressed Genes in Embryonic Hearts Following Caffeine Treatment	1	{"SRA_study": ["SRP041264"], "ArrayExpress": ["E-GEOD-56902"]}	cardiac AND methylation AND transcriptomic
project	PRJNA1178658	True	None	The mitochondrial-targeted peptide therapeutic elamipretide improves cardiac and skeletal muscle function during aging without detectable changes in tissue epigenetic or transcriptomic age [methylation array]	1	{"GEO_series": ["GSE280472"], "ENA_BioProject": ["PRJNA1178658"]}	cardiac AND methylation AND transcriptomic
biostudies-literature	S-EPMC6684137	True	None	Single-Cell Transcriptomic Analyses of Cell Fate Transitions during Human Cardiac Reprogramming.	1	{}	cardiac AND methylation AND transcriptomic
biostudies-literature	S-EPMC12541389	True	None	Ischaemic preconditioning regulates cardiac transcriptome via DNA methylation conferring cardio-protection from ischaemic reperfusion injury.	1	{}	cardiac AND methylation AND transcriptomic
geo	GSE109096	True	20180822	Genome-Wide DNA Methylation Encodes Cardiac Transcriptional Reprogramming in Human Ischemic Heart Failure [DNA Methylation]	2	{"GEO_series": ["GSE109096"], "GEO_sample": ["GSM2931611", "GSM2931612", "GSM2931613", "GSM2931614", "GSM2931615", "GSM2931616", "GSM2931617", "GSM2931618", "GSM2931619", "GSM2931620", "GSM2931621"]}	cardiac AND methylation AND transcriptomic
geo	GSE280472	True	20250314	The mitochondrial-targeted peptide therapeutic elamipretide improves cardiac and skeletal muscle function during aging without detectable changes in tissue epigenetic or transcriptomic age [methylation array]	2	{"GEO_series": ["GSE280472"], "GEO_sample": ["GSM8598458", "GSM8598459", "GSM8598460", "GSM8598461", "GSM8598462", "GSM8598463", "GSM8598464", "GSM8598465", "GSM8598466", "GSM8598467", "GSM8598468", "GSM8598469", "GSM8598470", "GSM8598471", "GSM8598472", "GSM8598473", "GSM8598474", "GSM8598475", "GSM8598476", "GSM8598477", "GSM8598478", "GSM8598479", "GSM8598480", "GSM8598481", "GSM8598482", "GSM8598483", "GSM8598484", "GSM8598485", "GSM8598486", "GSM8598487", "GSM8598488", "GSM8598489", "GSM8598490", "GSM8598491", "GSM8598492", "GSM8598493"]}	cardiac AND methylation AND transcriptomic
project	PRJNA214702	True	None	Mus musculus	1	{"GEO_series": ["GSE49676"], "ENA_BioProject": ["PRJNA214702"]}	cardiac AND methylation AND transcriptomic
biostudies-literature	S-EPMC9483719	True	None	Dataset for transcriptomic, H3K9ac and H3K9me3 profiles during cardiac regeneration.	1	{"GEO_series": ["GSE158104"]}	cardiac AND methylation AND transcriptomic
geo	GSE49448	True	20190702	Transcriptomic Signatures of Mouse Cardiomyocyte Dedifferentiation In vitro (Affymetrix)	2	{"GEO_series": ["GSE49448"], "GEO_sample": ["GSM1199316", "GSM1199317", "GSM1199318", "GSM1199319", "GSM1199320", "GSM1199321"]}	cardiac AND methylation AND transcriptomic
biostudies-literature	S-EPMC11565897	True	None	The mitochondrial-targeted peptide therapeutic elamipretide improves cardiac and skeletal muscle function during aging without detectable changes in tissue epigenetic or transcriptomic age.	1	{}	cardiac AND methylation AND transcriptomic
biostudies-literature	S-EPMC12542341	True	None	Methylome-driven regulation of miRNA expression and its relationship to cardiac dysfunction in idiopathic dilated cardiomyopathy.	1	{}	cardiac AND methylation AND transcriptomic
geo	GSE108157	True	20180822	Genome-Wide DNA Methylation Encodes Cardiac Transcriptional Reprogramming in Human Ischemic Heart Failure [RNA-Seq]	2	{"GEO_series": ["GSE108157"], "GEO_sample": ["GSM2891378", "GSM2891379", "GSM2891380", "GSM2891381", "GSM2891382", "GSM2891383", "GSM2891384", "GSM2891385", "GSM2891386", "GSM2891387", "GSM2891388"], "SRA_study": ["SRP126861"]}	cardiac AND methylation AND transcriptomic
geo	GSE309085	True	20251022	Methylome-driven regulation of miRNA expression and its relationship to cardiac dysfunction in idiopathic dilated cardiomyopathy	2	{"GEO_series": ["GSE309085"], "GEO_sample": ["GSM9260276", "GSM9260277", "GSM9260278", "GSM9260279", "GSM9260280", "GSM9260281", "GSM9260282", "GSM9260283", "GSM9260284", "GSM9260285", "GSM9260286", "GSM9260287", "GSM9260288", "GSM9260289", "GSM9260290", "GSM9260291", "GSM9260292", "GSM9260293", "GSM9260294", "GSM9260295", "GSM9260296", "GSM9260297", "GSM9260298", "GSM9260299", "GSM9260300", "GSM9260301", "GSM9260302", "GSM9260303", "GSM9260304", "GSM9260305", "GSM9260306", "GSM9260307", "GSM9260308", "GSM9260309", "GSM9260310", "GSM9260311", "GSM9260312", "GSM9260313", "GSM9260314", "GSM9260315", "GSM9260316", "GSM9260317", "GSM9260318", "GSM9260319", "GSM9260320", "GSM9260321", "GSM9260322", "GSM9260323", "GSM9260324", "GSM9260325"]}	cardiac AND methylation AND transcriptomic
biostudies-literature	S-EPMC4677315	True	None	Epigenomic Reprogramming of Adult Cardiomyocyte-Derived Cardiac Progenitor Cells.	1	{}	cardiac AND methylation AND transcriptomic
project	PRJNA971619	True	None	Activation of imprinted gene Pw1 promotes cardiac fibrosis after ischemic injury [control_and_Pw1 CKO]	12	{"GEO_series": ["GSE232326"], "ENA_BioProject": ["PRJNA971619"], "SRA_run": ["SRR245", "SRR24516004", "SRR24516005", "SRR24516006", "SRR24516007", "SRR24516008", "SRR24516009", "SRR292", "SRR29208025", "SRR29208026", "SRR29208027", "SRR29208028", "SRR29208029"]}	cardiac AND methylation AND transcriptomic
biostudies-arrayexpress	E-GEOD-65659	True	20150206	Parallel Epigenomic and Transcriptomic Responses to Viral Infection in Honey Bees (Apis mellifera)	1	{"SRA_study": ["SRP053236"], "ArrayExpress": ["E-GEOD-65659"]}	cardiac AND methylation AND transcriptomic
project	PRJNA1333928	True	None	Methylome-driven regulation of miRNA expression and its relationship to cardiac dysfunction in idiopathic dilated cardiomyopathy	0	{"ENA_BioProject": ["PRJNA1333928"]}	cardiac AND methylation AND transcriptomic
project	PRJNA1114124	False	None	Epigenetic Activation of BCL11B Mediates Profibrotic Cardiac Remodeling Triggered by Colitis-Associated Gut Dysbiosis	0	{"ENA_BioProject": ["PRJNA1114124"]}	cardiac AND methylation AND transcriptomic
project	PRJNA1179985	True	None	The mitochondrial-targeted peptide therapeutic elamipretide improves cardiac and skeletal muscle function during aging without detectable changes in tissue epigenetic or transcriptomic age [RNA-seq]	157	{"GEO_series": ["GSE280699"], "ENA_BioProject": ["PRJNA1179985"], "SRA_run": ["SRR311", "SRR31171600", "SRR31171601", "SRR31171602", "SRR31171603", "SRR31171604", "SRR31171605", "SRR31171606", "SRR31171607", "SRR31171608", "SRR31171609", "SRR31171610", "SRR31171611", "SRR31171612", "SRR31171613", "SRR31171614", "SRR31171615", "SRR31171616", "SRR31171617", "SRR31171618", "SRR31171619", "SRR31171620", "SRR31171621", "SRR31171622", "SRR31171623", "SRR31171624", "SRR31171625", "SRR31171626", "SRR31171627", "SRR31171628", "SRR31171629", "SRR31171630", "SRR31171631", "SRR31171632", "SRR31171633", "SRR31171634", "SRR31171635", "SRR31171636", "SRR31171637", "SRR31171638", "SRR31171639", "SRR31171640", "SRR31171641", "SRR31171642", "SRR31171643", "SRR31171644", "SRR31171645", "SRR31171646", "SRR31171647", "SRR31171648", "SRR31171649", "SRR31171650", "SRR31171651", "SRR31171652", "SRR31171653", "SRR31171654", "SRR31171655", "SRR31171656", "SRR31171657", "SRR31171658", "SRR31171659", "SRR31171660", "SRR31171661", "SRR31171662", "SRR31171663", "SRR31171664", "SRR31171665", "SRR31171666", "SRR31171667", "SRR31171668", "SRR31171669", "SRR31171670", "SRR31171671", "SRR31171672", "SRR31171673", "SRR31171674", "SRR31171675", "SRR31171676", "SRR31171677"]}	cardiac AND methylation AND transcriptomic
geo	GSE284606	True	20251202	Ischaemic preconditioning blunted myocardial DNA methylation and regulated myocardial transcriptome in ischaemic reperfusion settings	2	{"GEO_series": ["GSE284606"], "GEO_sample": ["GSM8689043", "GSM8689044", "GSM8689045", "GSM8689046", "GSM8689047", "GSM8689048", "GSM8689049", "GSM8689050", "GSM8689051", "GSM8689052", "GSM8689053", "GSM8689054", "GSM8689055", "GSM8689056", "GSM8689057", "GSM8689058", "GSM8689059", "GSM8689060", "GSM8689061", "GSM8689062", "GSM8689063", "GSM8689064", "GSM8689065", "GSM8689066", "GSM8689067", "GSM8689068", "GSM8689069", "GSM8689070", "GSM8689071", "GSM8689072", "GSM8689073", "GSM8689074", "GSM8689075", "GSM8689076", "GSM8689077", "GSM8689078", "GSM8689079", "GSM8689080", "GSM8689081", "GSM8689082"]}	cardiac AND methylation AND transcriptomic
biostudies-literature	S-EPMC11520054	True	None	ALDH2 mediates the effects of sodium-glucose cotransporter 2 inhibitors (SGLT2i) on improving cardiac remodeling.	1	{}	cardiac AND methylation AND transcriptomic
project	PRJNA1199904	True	None	Ischaemic preconditioning blunted myocardial DNA methylation and regulated myocardial transcriptome in ischaemic reperfusion settings	0	{"ENA_BioProject": ["PRJNA1199904"]}	cardiac AND methylation AND transcriptomic
pride	PXD031617	True	20221014	Histone H4K20 Trimethylation is Decreased in Murine Models of Heart Disease	23	{"PRIDE_ProteomeXchange": ["PXD031617"]}	cardiac AND methylation AND transcriptomic
biostudies-arrayexpress	E-GEOD-21223	True	20100407	Transcriptomic characterization of a virulence-deficient phosphatidylcholine-negative Agrobacterium tumefaciens mutant	1	{"GEO_series": ["GSE21223"], "ArrayExpress": ["E-GEOD-21223"]}	cardiac AND methylation AND transcriptomic
project	PRJNA811540	True	None	Genome-Wide DNA Methylation Profiling of the Failing Human Heart with Mechanical Unloading Identifies LINC00881 as an Essential Regulator of Calcium Handling in the Cardiomyocyte [DNA Methylation]	1	{"GEO_series": ["GSE197670"], "ENA_BioProject": ["PRJNA811540"]}	cardiac AND methylation AND transcriptomic
geo	GSE280699	True	20250314	The mitochondrial-targeted peptide therapeutic elamipretide improves cardiac and skeletal muscle function during aging without detectable changes in tissue epigenetic or transcriptomic age [RNA-seq]	2	{"GEO_series": ["GSE280699"], "GEO_sample": ["GSM8604157", "GSM8604158", "GSM8604159", "GSM8604160", "GSM8604161", "GSM8604162", "GSM8604163", "GSM8604164", "GSM8604165", "GSM8604166", "GSM8604167", "GSM8604168", "GSM8604169", "GSM8604170", "GSM8604171", "GSM8604172", "GSM8604173", "GSM8604174", "GSM8604175", "GSM8604176", "GSM8604177", "GSM8604178", "GSM8604179", "GSM8604180", "GSM8604181", "GSM8604182", "GSM8604183", "GSM8604184", "GSM8604185", "GSM8604186", "GSM8604187", "GSM8604188", "GSM8604189", "GSM8604190", "GSM8604191", "GSM8604192", "GSM8604193", "GSM8604194", "GSM8604195", "GSM8604196", "GSM8604197", "GSM8604198", "GSM8604199", "GSM8604200", "GSM8604201", "GSM8604202", "GSM8604203", "GSM8604204", "GSM8604205", "GSM8604206", "GSM8604207", "GSM8604208", "GSM8604209", "GSM8604210", "GSM8604211", "GSM8604212", "GSM8604213", "GSM8604214", "GSM8604215", "GSM8604216", "GSM8604217", "GSM8604218", "GSM8604219", "GSM8604220", "GSM8604221", "GSM8604222", "GSM8604223", "GSM8604224", "GSM8604225", "GSM8604226", "GSM8604227", "GSM8604228", "GSM8604229", "GSM8604230", "GSM8604231", "GSM8604232", "GSM8604233", "GSM8604234"]}	cardiac AND methylation AND transcriptomic
